model_year,milage,accident,clean_title,price,horsepower,turbo,is_luxury,is_upper_class
2019,31000.0,0,1,34700,,0,0,0
2020,19319.0,1,1,24899,,0,0,0
2003,121886.0,1,1,6000,217.0,0,0,0
2019,75800.0,0,0,35998,,0,0,0
2005,64000.0,0,1,12995,302.0,0,0,0
2018,2620.0,1,0,155700,808.0,0,0,0
2003,145000.0,0,1,22000,350.0,0,0,0
2019,36438.0,0,0,39998,,1,0,0
2017,35698.0,0,1,8750,78.0,0,0,0
2020,121212.0,1,1,18387,,1,0,0
2021,44457.0,0,0,40598,,1,0,0
2019,22000.0,0,1,174900,580.0,0,0,1
2020,53000.0,1,1,38500,310.0,0,0,0
2021,33000.0,0,1,55000,455.0,0,0,1
2019,54002.0,1,1,22500,304.0,0,0,0
2022,20229.0,0,0,36727,,1,0,0
2014,45000.0,1,1,25000,200.0,0,0,0
2008,184421.0,0,1,5000,300.0,0,0,0
2023,9000.0,0,1,82500,490.0,0,0,0
2018,141195.0,1,0,28499,,0,0,0
2020,69487.0,0,1,32000,291.0,0,0,0
2012,109000.0,1,1,14945,134.0,0,0,0
2009,51983.0,0,1,19999,300.0,0,0,0
2010,123000.0,1,1,13888,300.0,0,0,0
2020,27256.0,0,0,42998,,0,0,0
2010,86170.0,1,1,17000,304.0,0,0,0
2016,68364.0,0,1,16000,132.0,0,0,0
2023,8600.0,1,0,78990,400.0,0,0,0
2020,5194.0,0,0,87500,,0,0,0
2015,20394.0,1,0,59598,,0,0,0
2016,35943.0,0,1,51700,577.0,0,0,0
2007,118000.0,0,1,3600,172.0,0,0,0
2014,38560.0,1,1,28500,420.0,0,0,0
2022,20319.0,0,1,44249,300.0,0,0,0
2016,168600.0,0,1,29500,420.0,0,0,0
2022,2000.0,1,0,244896,577.0,0,0,0
2023,3500.0,0,1,129000,617.0,0,0,0
2020,41199.0,0,0,41598,,0,0,0
2005,170000.0,1,1,9000,285.0,0,0,0
2023,10000.0,0,1,48000,425.0,0,0,1
2004,37622.0,0,1,25500,350.0,0,0,0
2022,13438.0,0,0,46599,,0,0,1
2020,56536.0,0,0,26599,,1,0,0
2008,161000.0,1,1,17000,390.0,0,0,0
2023,1539.0,1,1,76373,,1,0,0
2022,22169.0,0,1,57352,,1,0,0
2020,52000.0,0,1,35800,310.0,0,0,0
2010,55900.0,0,1,8950,252.0,0,0,0
2021,10483.0,0,0,60998,,1,0,0
2013,125900.0,0,1,21000,375.0,0,0,0
2021,17945.0,0,0,89900,,0,0,0
2023,3763.0,0,1,92000,475.0,0,0,0
2019,76422.0,0,0,28998,,1,0,0
2019,55621.0,0,0,34562,,0,0,0
2017,56000.0,0,1,35750,402.0,0,0,0
2016,40350.0,0,1,67995,330.0,0,0,1
2006,300183.0,1,1,10900,345.0,0,0,0
2022,33000.0,0,1,29999,228.0,0,0,0
2007,156111.0,1,1,5200,109.0,0,0,0
2023,8727.0,0,0,44596,,1,0,0
2023,299.0,0,1,92500,835.0,0,0,0
2018,5989.0,0,0,209000,,0,0,1
2017,14684.0,0,1,130000,582.0,0,1,0
2021,59528.0,0,1,68995,,0,0,0
2023,1219.0,0,0,46479,,1,0,0
2014,79615.0,0,1,10995,,0,0,0
2004,110897.0,1,1,11500,287.0,0,0,0
2017,69289.0,1,1,20997,304.0,0,0,0
2023,4457.0,0,0,107900,,1,0,0
2022,14627.0,0,0,56740,,0,0,0
2021,12771.0,0,0,42598,,1,0,0
2018,29475.0,0,1,62999,707.0,0,0,0
2007,244000.0,0,1,16900,320.0,0,0,0
2021,69548.0,1,1,36300,425.0,0,0,1
2021,77107.0,1,0,39995,,1,0,0
2017,43000.0,0,1,16500,170.0,0,0,0
2016,49600.0,0,1,32500,455.0,0,0,0
2021,44691.0,1,0,56900,,0,0,0
2021,11200.0,0,1,47500,455.0,0,0,1
2022,17500.0,0,1,46000,318.0,0,0,0
2017,59400.0,1,1,21000,241.0,0,0,0
2020,58000.0,0,1,27700,310.0,0,0,0
2020,14353.0,0,1,63900,375.0,0,0,0
2014,121500.0,0,1,15999,363.0,0,0,0
2019,29000.0,1,1,49500,395.0,0,0,1
2003,224000.0,0,1,3900,160.0,0,0,0
2014,92000.0,0,1,27500,260.0,0,0,0
2005,94100.0,0,1,6099,255.0,0,0,0
2015,85000.0,0,1,31000,365.0,0,0,0
2022,6200.0,0,1,99999,490.0,0,0,0
2021,18000.0,1,1,62000,362.0,0,0,0
2020,22500.0,0,1,50000,316.0,0,0,0
2008,98231.0,1,1,15500,425.0,0,0,0
2022,1766.0,0,0,209995,,0,0,1
2010,105760.0,0,1,12900,270.0,0,0,0
2020,53452.0,1,1,16995,147.0,0,0,0
2018,39300.0,0,1,69500,383.0,0,0,0
2019,69350.0,0,1,36000,306.0,0,0,0
2017,26000.0,0,1,116911,420.0,0,0,1
2008,162750.0,1,1,7200,320.0,0,0,0
2017,72060.0,0,0,24590,,0,0,0
2017,39000.0,1,1,35000,333.0,0,0,0
2022,9411.0,0,0,47998,,0,0,1
2019,33214.0,0,1,43500,322.0,0,0,0
2007,183455.0,1,1,7700,300.0,0,0,0
2021,28567.0,0,0,44775,,0,0,0
2018,37100.0,0,1,46000,395.0,0,0,0
2007,101600.0,0,1,6700,255.0,0,0,0
2016,75479.0,0,1,27899,445.0,0,0,0
2023,1185.0,0,1,120990,409.0,0,0,0
2007,153692.0,0,1,9995,242.0,0,0,1
2023,459.0,0,0,36998,,0,0,0
2004,79500.0,0,1,12000,180.0,0,0,0
2007,161900.0,1,1,4800,235.0,0,0,0
2015,73800.0,0,0,26999,,0,0,0
2009,37500.0,0,1,21500,332.0,0,0,0
2005,46200.0,0,1,49999,325.0,0,0,1
2019,12466.0,0,1,28995,395.0,0,0,1
2021,12500.0,0,1,53500,382.0,0,0,0
2020,48000.0,0,1,49995,255.0,0,0,0
2021,19162.0,0,1,38500,255.0,0,0,0
2020,6246.0,0,1,267950,,0,1,0
2023,1090.0,0,1,68750,500.0,0,0,0
2009,166200.0,1,1,6999,207.0,0,0,0
2016,40080.0,0,1,28499,315.0,0,0,0
2002,109762.0,0,1,15000,300.0,0,0,0
2022,18385.0,0,1,37950,280.0,0,0,0
2019,42728.0,0,1,45950,450.0,0,0,0
2017,38957.0,0,1,46750,,0,0,1
2007,123500.0,1,1,27000,400.0,0,0,0
2011,188000.0,1,1,8500,210.0,0,0,0
2004,39000.0,1,0,22000,280.0,0,0,0
2018,53782.0,1,1,29950,460.0,0,0,0
2016,111000.0,0,1,13000,158.0,0,0,0
2019,44460.0,0,1,34500,325.0,0,0,0
2015,60000.0,0,1,17000,348.0,0,0,0
2006,152000.0,1,1,13995,263.0,0,0,0
2022,3959.0,0,1,55000,389.0,0,0,0
2015,76296.0,1,1,9500,182.0,0,0,0
2016,54000.0,0,1,23999,300.0,0,0,0
2021,51808.0,0,1,42388,,0,0,0
2016,74139.0,0,1,23000,285.0,0,0,0
2022,3300.0,0,1,54000,400.0,0,0,0
2018,45843.0,0,1,37000,340.0,0,0,0
2009,130200.0,0,1,28900,350.0,0,0,0
2023,222.0,0,1,69000,310.0,0,0,0
2011,72277.0,0,1,34950,414.0,0,0,0
2011,80124.0,0,1,17500,382.0,0,0,0
2022,10900.0,0,1,53900,349.0,0,0,0
2017,96343.0,1,1,53000,445.0,0,0,0
2017,20172.0,0,1,47500,285.0,0,0,0
2022,14280.0,0,1,36500,247.0,0,0,0
2020,22227.0,1,0,25980,,0,0,0
2004,151896.0,0,1,7900,230.0,0,0,0
2018,61000.0,0,1,57500,330.0,0,0,1
1996,60000.0,1,0,18500,260.0,0,0,0
2023,1094.0,0,0,30999,,1,0,0
2014,131200.0,0,1,14000,134.0,0,0,0
2009,91491.0,0,1,7000,300.0,0,0,0
2016,59000.0,0,1,25000,240.0,0,0,0
2008,189500.0,0,1,6000,162.0,0,0,0
2014,78007.0,0,1,14750,173.0,0,0,0
2021,38612.0,0,0,42242,,0,0,0
2000,122945.0,0,1,13900,181.0,0,0,0
2012,44000.0,1,1,22222,302.0,0,0,0
2024,124.0,0,1,145000,543.0,0,0,0
2015,150000.0,1,1,17100,310.0,0,0,0
2022,5400.0,0,1,89900,490.0,0,0,0
2022,14000.0,0,1,46900,276.0,0,0,0
2012,128000.0,0,1,8500,181.0,0,0,0
2019,71273.0,0,1,23900,260.0,0,0,0
2021,29000.0,0,1,39650,272.0,0,0,0
2019,122009.0,0,0,18998,,0,0,0
2018,93000.0,1,1,16000,152.0,0,0,0
2022,20500.0,0,1,46500,425.0,0,0,1
2021,30000.0,0,1,62000,335.0,0,0,0
2022,26468.0,1,1,27875,,0,0,0
2022,12940.0,1,0,46999,,0,0,1
2023,5000.0,0,1,110000,717.0,0,0,0
2019,76249.0,1,0,40995,,0,0,1
2014,49899.0,0,1,72999,536.0,0,0,0
2019,43850.0,1,1,30000,290.0,0,0,0
2019,33100.0,0,1,18200,201.0,0,0,0
2004,215000.0,1,1,7350,235.0,0,0,0
2021,16538.0,0,0,25998,,0,0,0
2013,79422.0,0,1,64000,616.0,0,1,0
2023,654.0,0,1,34599,,1,0,0
2008,70000.0,1,1,13000,405.0,0,0,0
2021,15198.0,0,1,31621,,1,0,0
2008,123500.0,1,1,14500,263.0,0,0,0
2020,29500.0,0,1,45000,247.0,0,0,0
2023,7000.0,0,1,46000,285.0,0,0,0
2007,20200.0,0,1,27500,400.0,0,0,0
2009,112000.0,1,1,28000,420.0,0,0,0
2018,26840.0,0,1,42500,460.0,0,0,0
2014,85275.0,1,0,23998,,0,0,0
2006,84200.0,0,1,10200,300.0,0,0,0
2021,28262.0,0,0,49998,,0,0,0
2019,13100.0,0,1,61950,460.0,0,0,0
2019,50000.0,0,1,18795,138.0,0,0,0
2021,39960.0,1,1,28500,375.0,0,0,0
2018,75151.0,1,1,45000,455.0,0,0,0
1999,130000.0,1,1,9000,140.0,0,0,0
2021,14750.0,0,1,61059,335.0,0,0,0
2014,123256.0,0,1,24995,386.0,0,0,0
2003,74000.0,0,1,11000,287.0,0,0,0
2015,51000.0,1,1,102000,550.0,0,0,0
2016,111700.0,0,1,15500,169.0,0,0,0
2018,57500.0,0,1,41900,424.0,0,0,0
2020,36500.0,0,1,72000,550.0,0,0,0
2020,18000.0,0,1,105000,616.0,0,0,1
2014,80581.0,0,1,26000,402.0,0,0,0
2002,137000.0,0,1,15000,250.0,0,0,0
2021,19513.0,1,1,84645,,1,0,0
2022,22700.0,0,1,47000,288.0,0,0,0
2018,61000.0,1,1,34000,335.0,0,0,0
2019,57500.0,0,1,32990,365.0,0,0,0
2018,29025.0,0,0,29998,,0,0,0
2011,20200.0,0,1,79950,552.0,0,1,0
2000,97000.0,0,1,27500,200.0,0,0,0
1998,7666.0,0,1,39500,340.0,0,0,0
2020,17000.0,1,1,21000,300.0,0,0,0
2009,181870.0,0,1,6500,169.0,0,0,0
2020,45000.0,0,1,33500,300.0,0,0,0
2020,67516.0,0,1,36994,,1,0,0
2022,7738.0,1,1,33000,271.0,0,0,0
2019,43433.0,0,0,51899,,0,0,0
2022,13400.0,0,1,33499,228.0,0,0,0
2022,23777.0,0,1,30000,189.0,0,0,0
2011,137200.0,0,1,12000,300.0,0,0,0
2017,103338.0,1,0,17238,,1,0,0
2022,13000.0,0,1,81500,429.0,0,0,0
2008,93000.0,0,1,17800,518.0,0,0,0
2020,25396.0,0,1,43250,,0,0,1
2023,1025.0,0,1,85000,437.0,0,0,0
2016,144000.0,1,1,18000,340.0,0,0,0
2008,54000.0,0,1,20000,202.0,0,0,0
2010,61600.0,0,1,51750,345.0,0,0,1
2016,81400.0,1,1,26000,295.0,0,0,0
2009,87130.0,0,1,20000,317.0,0,0,0
2021,44000.0,1,1,73000,475.0,0,0,0
2023,4624.0,0,0,56998,,0,0,0
2008,67303.0,0,1,4900,173.0,0,0,0
2020,36844.0,1,0,30427,,1,0,0
2010,113500.0,1,1,11000,272.0,0,0,0
2001,59500.0,0,1,6500,215.0,0,0,0
2016,8755.0,0,1,166900,563.0,0,1,0
2023,9095.0,0,1,59000,480.0,0,0,0
2023,4786.0,0,1,48000,425.0,0,0,1
2015,62600.0,0,1,27500,306.0,0,0,0
2014,49098.0,1,1,44900,450.0,0,0,0
2007,99769.0,0,1,29995,420.0,0,0,0
2017,84786.0,0,1,23500,285.0,0,0,0
2021,22270.0,0,0,89900,,0,0,0
2022,13044.0,1,1,24999,139.0,0,0,0
2003,146000.0,1,1,4200,200.0,0,0,0
2004,44000.0,1,1,24999,190.0,0,0,0
2006,19500.0,0,1,129000,493.0,0,1,0
2018,27839.0,0,1,41688,,0,0,1
2010,68000.0,1,1,19500,426.0,0,0,0
2021,9500.0,0,1,279900,641.0,0,1,0
2021,71536.0,0,1,49685,,0,0,0
2019,40000.0,1,1,72000,603.0,0,0,0
2014,95400.0,1,0,14195,265.0,0,0,0
2020,20622.0,0,0,142998,,1,0,0
2021,11756.0,1,0,33400,,1,0,0
2015,93400.0,0,1,18900,290.0,0,0,0
2020,15903.0,0,0,47998,,0,0,0
2021,25968.0,0,0,38405,,0,0,0
2016,55250.0,0,1,49999,425.0,0,0,0
2014,118500.0,1,1,11500,155.0,0,0,0
2023,39517.0,1,0,67190,,0,0,0
2022,24906.0,0,0,63998,,1,0,0
2016,49083.0,0,0,21590,,1,0,0
2016,84100.0,0,1,34000,305.0,0,0,0
2016,49799.0,0,1,37500,340.0,0,0,0
2022,30301.0,0,1,68420,,1,0,0
2022,13856.0,0,1,54000,480.0,0,0,0
2022,1795.0,0,0,269991,,0,1,0
2019,93400.0,0,1,42500,335.0,0,0,0
2007,28514.0,0,1,32000,400.0,0,0,0
2022,6400.0,0,1,41500,241.0,0,0,0
2021,22000.0,0,1,54800,395.0,0,0,1
2021,30761.0,0,0,44950,,0,0,0
2011,103400.0,1,1,17000,261.0,0,0,0
2021,61874.0,0,1,22389,,0,0,0
2006,46508.0,1,1,11500,215.0,0,0,0
2018,63450.0,0,1,24325,220.0,0,0,0
2015,67647.0,0,1,28000,422.0,0,0,1
2020,54000.0,0,1,34000,372.0,0,0,0
2007,83000.0,0,1,8995,230.0,0,0,0
2012,118000.0,1,1,17000,555.0,0,0,0
2019,14806.0,1,1,81330,601.0,0,0,0
2019,19500.0,0,1,25000,201.0,0,0,0
2022,16616.0,0,0,45999,,0,0,1
2021,39948.0,0,1,36791,,1,0,0
2021,57000.0,0,1,52000,400.0,0,0,1
2022,12900.0,0,1,53000,375.0,0,0,0
2015,16850.0,0,1,95000,545.0,0,0,0
2017,37800.0,0,1,32500,305.0,0,0,0
2015,87009.0,0,1,17800,325.0,0,0,0
2023,2121.0,0,1,40750,252.0,0,0,0
2010,32652.0,0,1,6500,182.0,0,0,0
2016,84272.0,1,1,25221,380.0,0,0,1
2008,100868.0,0,1,15397,380.0,0,0,0
2020,55400.0,1,0,36500,291.0,0,0,0
2018,67865.0,0,1,36500,410.0,0,0,1
2023,816.0,0,0,109900,,1,0,0
2018,20200.0,1,1,42950,355.0,0,0,0
2017,92031.0,1,1,30000,355.0,0,0,0
2020,69185.0,0,0,37405,,0,0,0
2020,21240.0,0,0,37998,,0,0,0
2011,148000.0,1,1,9900,335.0,0,0,0
2018,72500.0,0,1,60000,362.0,0,0,0
2015,90000.0,0,1,18200,268.0,0,0,0
2020,14700.0,0,1,27350,200.0,0,0,0
2020,69849.0,0,1,48149,,1,0,0
2022,16500.0,0,1,69500,329.0,0,0,0
2018,37777.0,0,1,32500,247.0,0,0,0
2019,32000.0,0,1,32750,174.0,0,0,0
2021,33000.0,1,1,26999,300.0,0,0,0
2013,90000.0,0,1,14500,328.0,0,0,0
2015,82900.0,1,1,13995,245.0,0,0,0
2018,52000.0,0,1,50000,350.0,0,0,1
2018,45617.0,0,1,51000,420.0,0,0,0
2018,64000.0,0,1,37300,301.0,0,0,0
2020,25013.0,0,1,55000,405.0,0,0,0
2021,47907.0,0,1,38436,,0,0,0
2016,89000.0,0,1,24000,300.0,0,0,0
2022,10500.0,0,1,32500,228.0,0,0,0
2010,104000.0,0,1,19500,403.0,0,0,0
2012,141525.0,0,1,14490,375.0,0,0,0
2013,134207.0,1,1,5500,156.0,0,0,0
2005,93000.0,0,1,22500,493.0,0,0,0
2003,10800.0,0,1,65499,500.0,0,0,0
2022,36100.0,0,1,37500,227.0,0,0,0
2018,48291.0,0,1,67250,567.0,0,0,0
2021,19605.0,0,0,33591,,0,0,0
2013,77648.0,0,1,40000,536.0,0,0,0
2016,102260.0,0,1,31300,518.0,0,0,1
2020,31100.0,0,1,26999,228.0,0,0,0
2022,2894.0,0,1,63900,355.0,0,0,0
2001,52675.0,0,1,16995,260.0,0,0,0
2020,64552.0,1,1,36750,,1,0,0
2013,115872.0,0,1,9500,283.0,0,0,0
2017,53000.0,1,1,25000,290.0,0,0,0
2022,14000.0,0,1,34999,228.0,0,0,0
2016,88600.0,1,1,16800,208.0,0,0,0
2014,89988.0,1,1,42500,411.0,0,0,0
2003,26190.0,0,1,22000,302.0,0,0,0
2015,162000.0,0,1,32000,440.0,0,0,0
2021,17467.0,0,0,43860,,1,0,1
2020,45468.0,0,1,45999,455.0,0,0,1
2021,24364.0,0,0,37998,,0,0,0
2012,54900.0,1,0,28900,360.0,0,0,0
2007,170000.0,0,1,7700,244.0,0,0,0
2019,83700.0,1,1,26000,,0,0,1
2023,4348.0,0,0,105900,,1,0,0
2017,71964.0,0,1,18750,240.0,0,0,1
2019,50000.0,0,1,43000,335.0,0,0,0
2018,235000.0,1,0,18000,275.0,0,0,0
2020,26293.0,0,0,49998,,1,0,0
2020,27100.0,0,1,50000,335.0,0,0,0
2018,36500.0,1,1,25500,220.0,0,0,0
2017,56910.0,1,0,23000,280.0,0,0,0
2010,15600.0,0,1,69500,485.0,0,0,0
2015,97700.0,0,1,39950,440.0,0,0,0
2020,49899.0,1,1,64500,518.0,0,0,0
2006,43000.0,1,1,19995,425.0,0,0,0
2017,45000.0,1,1,22500,164.0,0,0,0
2017,70579.0,0,1,42250,518.0,0,0,1
2016,41000.0,0,1,25000,285.0,0,0,0
2012,125575.0,0,1,8999,211.0,0,0,0
2012,103000.0,0,1,20500,380.0,0,0,0
2020,30554.0,0,0,41999,,0,0,1
2012,49000.0,1,0,41500,400.0,0,0,1
2004,60260.0,1,1,30500,380.0,0,0,0
2018,73101.0,0,1,42950,380.0,0,0,0
2011,126700.0,1,1,14000,312.0,0,0,0
2010,72348.0,1,1,9995,132.0,0,0,0
2009,69764.0,0,1,19500,300.0,0,0,0
2017,70800.0,0,1,52999,520.0,0,0,1
2012,66500.0,0,1,19950,385.0,0,0,0
2020,25108.0,1,0,66000,523.0,0,0,0
2018,66281.0,0,1,63500,450.0,0,0,0
2010,172024.0,1,1,7500,210.0,0,0,0
2021,18160.0,0,0,46850,,1,0,1
2013,87500.0,0,1,13750,292.0,0,0,0
2018,63295.0,0,1,29993,340.0,0,0,0
2011,85000.0,1,0,21500,300.0,0,0,1
2021,3771.0,0,0,259991,,0,1,0
2018,17761.0,0,0,243900,,1,1,0
1999,88750.0,0,1,6800,255.0,0,0,0
2019,85000.0,1,1,52500,450.0,0,0,0
2015,76753.0,1,1,15999,208.0,0,0,0
2014,99999.0,0,1,10998,179.0,0,0,0
2020,69000.0,0,1,31450,400.0,0,0,0
2019,59980.0,0,1,29000,390.0,0,0,0
2022,7758.0,0,0,47998,,1,0,0
2014,22700.0,1,1,85500,350.0,0,0,1
2016,77945.0,1,1,30000,310.0,0,0,1
2010,97700.0,0,1,10995,300.0,0,0,0
2019,96000.0,1,1,14980,147.0,0,0,0
2019,49500.0,0,1,28000,185.0,0,0,0
2019,53677.0,0,1,27900,390.0,0,0,0
2000,26900.0,0,1,35000,240.0,0,0,0
2023,8200.0,0,1,78900,437.0,0,0,0
2017,57918.0,0,1,33500,340.0,0,0,0
2020,32705.0,0,0,46598,,0,0,0
2016,25717.0,0,1,33900,435.0,0,0,0
2014,79000.0,1,1,42999,275.0,0,0,1
2022,1050.0,0,1,40000,228.0,0,0,0
2019,91843.0,1,1,30500,270.0,0,0,0
2007,38800.0,0,1,100000,493.0,0,1,0
2010,204000.0,1,1,4900,310.0,0,0,0
2012,129355.0,1,1,7950,106.0,0,0,0
2009,191775.0,1,1,9750,310.0,0,0,1
2021,84351.0,0,1,42691,,1,0,0
2004,94500.0,0,1,9000,184.0,0,0,0
2018,61700.0,0,1,25900,271.0,0,0,1
2008,190321.0,0,1,15900,350.0,0,0,0
2017,100346.0,0,1,45999,,0,0,1
2017,49105.0,0,1,39750,420.0,0,0,0
2011,92530.0,1,1,18500,320.0,0,0,0
2022,15833.0,0,1,52000,308.0,0,0,0
2016,25500.0,0,1,55000,560.0,0,0,0
2007,78980.0,1,1,10600,272.0,0,0,0
2020,57300.0,0,1,43500,395.0,0,0,1
2019,26339.0,1,1,36750,308.0,0,0,0
2012,90742.0,0,1,12980,192.0,0,0,0
2020,27340.0,0,0,31700,,0,0,0
1998,152195.0,0,1,9900,340.0,0,0,0
2017,55000.0,0,1,34000,380.0,0,0,0
2011,133504.0,0,1,23500,412.0,0,0,0
1996,233000.0,0,1,7500,,0,0,0
2021,15689.0,0,0,97952,,1,0,0
2018,41515.0,0,1,28251,,1,0,0
2018,98650.0,0,1,56750,350.0,0,0,1
2019,10400.0,0,1,40000,460.0,0,0,0
2011,63500.0,0,1,10500,181.0,0,0,0
1993,70015.0,0,1,22500,,0,0,0
2016,87892.0,0,1,16000,210.0,0,0,0
2023,1900.0,0,1,78900,401.0,0,0,0
2023,2823.0,0,1,58504,,1,0,0
2017,57000.0,1,1,29500,302.0,0,0,0
2022,30000.0,0,1,51999,455.0,0,0,1
2013,67874.0,0,1,18000,230.0,0,0,0
2017,156453.0,0,1,40000,440.0,0,0,0
2018,81500.0,0,1,41250,445.0,0,0,0
2005,153000.0,1,1,6500,250.0,0,0,0
2005,96000.0,1,1,4999,260.0,0,0,0
2001,111887.0,0,1,14000,140.0,0,0,0
2018,64517.0,0,1,47995,450.0,0,0,0
2023,7500.0,0,1,92888,420.0,0,0,0
2018,75000.0,1,1,38095,301.0,0,0,0
2021,8044.0,0,1,93000,420.0,0,0,0
2004,148800.0,0,1,6500,240.0,0,0,0
2022,5100.0,0,1,19500,120.0,0,0,0
2004,171750.0,1,1,12998,295.0,0,0,0
2011,130000.0,1,1,7000,264.0,0,0,0
2022,12875.0,0,0,42599,,0,0,0
2015,143250.0,0,1,11500,328.0,0,0,0
2018,72393.0,0,1,35000,325.0,0,0,0
2022,10972.0,0,1,217950,,1,1,0
2021,89000.0,0,1,34000,270.0,0,0,0
2020,3400.0,0,1,129900,414.0,0,0,1
2008,190640.0,1,1,5500,140.0,0,0,0
2019,38360.0,0,0,49936,,1,0,0
2022,9325.0,0,0,33610,,1,0,0
2023,10400.0,0,1,48000,291.0,0,0,0
2016,122650.0,0,1,38900,440.0,0,0,0
2011,194000.0,1,1,3500,283.0,0,0,0
2018,92149.0,1,0,52889,,1,0,0
2009,69423.0,0,1,36500,320.0,0,0,0
2018,22000.0,0,1,29500,208.0,0,0,0
2019,31000.0,0,1,179900,580.0,0,0,1
2012,105500.0,0,1,19000,412.0,0,0,0
2015,71000.0,1,1,35999,420.0,0,0,0
2017,182000.0,1,1,16500,365.0,0,0,0
2023,4000.0,0,1,65000,211.0,0,0,0
2016,22500.0,0,1,78000,350.0,0,0,1
2000,209193.0,0,1,15900,230.0,0,0,0
2011,103010.0,0,1,13500,400.0,0,0,0
2020,25361.0,0,0,49998,,1,0,0
2020,33000.0,0,1,188500,542.0,0,1,0
2022,14330.0,0,0,54998,,0,0,0
2011,35322.0,0,0,94900,,0,0,0
2022,19376.0,0,1,45861,,0,0,1
2020,28570.0,0,0,55998,,1,0,1
2012,126000.0,0,1,17999,400.0,0,0,1
2006,110250.0,0,1,11000,230.0,0,0,0
2013,18000.0,0,1,29000,412.0,0,0,0
2020,31250.0,0,1,42500,325.0,0,0,0
2013,53000.0,0,1,36740,260.0,0,0,0
2017,58880.0,0,1,21000,248.0,0,0,0
2020,8025.0,0,1,42433,,0,0,0
2008,165520.0,1,1,9000,270.0,0,0,0
2005,153460.0,1,1,5800,302.0,0,0,0
2022,9642.0,0,0,38999,,0,0,0
2017,20561.0,0,1,105000,420.0,0,0,1
2022,2220.0,0,1,115999,395.0,0,0,0
2022,14950.0,1,1,24000,147.0,0,0,0
2021,10400.0,0,1,72900,490.0,0,0,0
2016,118700.0,0,1,46900,383.0,0,0,0
2015,102000.0,1,1,24500,355.0,0,0,0
2014,123000.0,1,1,18000,306.0,0,0,0
2018,18515.0,1,1,60867,526.0,0,0,0
2011,185000.0,0,1,8900,248.0,0,0,0
2015,161000.0,0,1,11500,200.0,0,0,0
2011,132000.0,1,1,10999,305.0,0,0,0
2017,96000.0,0,1,34000,355.0,0,0,0
2021,24423.0,0,0,44315,,0,0,0
2017,92728.0,0,1,34900,355.0,0,0,0
2018,81000.0,0,1,32000,285.0,0,0,0
2010,194500.0,1,1,9500,320.0,0,0,0
2015,83000.0,1,1,18999,150.0,0,0,0
2020,39913.0,0,0,22749,,0,0,0
2022,22109.0,1,0,43389,,0,0,0
2021,95993.0,0,1,32612,,0,0,0
2011,16000.0,0,1,229000,562.0,0,1,0
2022,16500.0,0,1,32900,308.0,0,0,0
2005,82000.0,0,1,14900,280.0,0,0,0
2016,89000.0,0,1,14500,210.0,0,0,0
2012,129567.0,0,1,7000,211.0,0,0,0
2017,58060.0,1,1,26000,340.0,0,0,0
2007,123921.0,0,1,6900,300.0,0,0,0
2021,15615.0,0,1,78000,429.0,0,0,0
2017,47589.0,0,1,45500,355.0,0,0,0
2014,71000.0,0,1,22000,285.0,0,0,0
2013,148000.0,1,1,10000,204.0,0,0,0
2017,67482.0,1,1,11499,188.0,0,0,0
2013,177600.0,1,1,7100,180.0,0,0,0
2003,106500.0,0,1,9500,280.0,0,0,0
2016,9738.0,0,1,85500,503.0,0,0,0
2007,42635.0,0,1,72995,355.0,0,0,1
2018,76500.0,0,1,33500,308.0,0,0,0
2021,27000.0,0,1,37500,285.0,0,0,0
2018,43000.0,1,1,30499,271.0,0,0,1
2018,39300.0,1,1,31750,320.0,0,0,0
2021,18083.0,0,1,43999,,0,0,0
2017,72000.0,1,1,24200,395.0,0,0,1
2013,56985.0,0,1,65900,400.0,0,0,1
2012,163000.0,0,1,19550,255.0,0,0,0
2019,36526.0,0,1,57850,420.0,0,0,0
2020,119000.0,0,1,18000,169.0,0,0,0
2021,19590.0,0,1,54999,315.0,0,0,0
2020,28886.0,1,0,35645,,0,0,0
2019,74414.0,0,1,26000,310.0,0,0,0
2011,99200.0,0,1,11900,268.0,0,0,0
2016,137500.0,1,1,29500,420.0,0,0,0
2014,70312.0,0,1,19995,330.0,0,0,0
2021,21600.0,0,1,31000,271.0,0,0,1
2009,79893.0,0,1,15900,332.0,0,0,0
2014,177000.0,1,1,40500,385.0,0,0,1
2015,74000.0,0,1,29950,420.0,0,0,0
2017,50011.0,1,1,21495,148.0,0,0,0
2015,61300.0,1,0,20150,311.0,0,0,0
2018,44000.0,0,1,39000,354.0,0,0,0
2010,9100.0,0,1,55000,276.0,0,0,0
1994,50750.0,0,1,15000,,0,0,0
2007,162000.0,0,1,23977,239.0,0,0,0
2019,30951.0,0,1,80140,,1,0,1
2015,115000.0,0,1,11995,260.0,0,0,0
2018,63750.0,0,1,36000,410.0,0,0,1
2011,152000.0,0,1,14000,365.0,0,0,0
2021,29336.0,0,0,36999,,1,0,1
2021,24213.0,0,1,46500,395.0,0,0,1
2004,92500.0,0,1,12000,450.0,0,0,1
2022,3077.0,0,0,44998,,0,0,1
2021,13566.0,0,0,57900,,0,0,0
2023,2300.0,0,1,51500,455.0,0,0,0
2015,124000.0,0,1,24000,306.0,0,0,0
2016,83000.0,0,1,16500,272.0,0,0,0
